titulo,anoDeLancamento,idioma,diretor,genero,duracao,linkIMDB,linkImagem,descricao,orcamento,principaisAtores,classificacao,paisDeOrigem
Nope,2022,Inglês,Jordan Peele,"Horror, Mistério, Ficção científica",130,https://www.imdb.com/title/tt10954984/,https://m.media-amazon.com/images/M/MV5BNzdiZmZjYTgtZjFhYi00YzEwLWE0YTYtZDYxMThlMjMzMjc0XkEyXkFqcGdeQXVyNzYyOTM1ODI@._V1_.jpg,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,68000000,"Daniel Kaluuya, Keke Palmer, Brandon Perea, Michael Wincott",14,"Estados Unidos, Canadá, Japão"
The Wizard of Oz,1939,Inglês,"Victor Fleming, George Cukor, Mervyn LeRoy","Aventura, Família, Fantasia",102,https://www.imdb.com/title/tt0032138/,https://m.media-amazon.com/images/M/MV5BMmVmODk3YWItNTg1Zi00OThhLThiZTEtN2RiNTAyNGUxNjE3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"Young Dorothy Gale and her dog are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",2777000,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr",Livre,Estados Unidos
Citizen Kane,1941,Inglês,Orson Welles,"Drama, Mistério",119,https://www.imdb.com/title/tt0033467/,https://m.media-amazon.com/images/M/MV5BMjhjYzBiMzItZjgxNy00MGRmLTgyYjEtMDE1MjBiMDY4M2EwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",839727,"Joseph Cotten, Dorothy Comingore, Agnes Moorehead, Ruth Warrick",Livre,Estados Unidos
Metropolis,1927,Inglês,Fritz Lang,"Drama, Ficção científica",153,https://www.imdb.com/title/tt0017136/,https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",6000000,"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp",Livre,Alemanha
Willy Wonka & the Chocolate Factory,1972,Inglês,Mel Stuart,"Família, Fantasia, Música",100,https://www.imdb.com/title/tt0067992/,https://m.media-amazon.com/images/M/MV5BMmJlZjFmYzItMjM5MS00Y2ExLTk3MjgtMzFiZWE2Zjg3ZmJjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,3000000,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear",Livre,Estados Unidos
Charlie and the Chocolate Factory,2005,Inglês,Tim Burton,"Aventura, Comédia, Família",115,https://www.imdb.com/title/tt0367594/,https://m.media-amazon.com/images/M/MV5BYjBkNDc4OTgtMDYzYS00NGNlLWFhODktODMzZTA3MjYzYWE1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",150000000,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter",Livre,"Estados Unidos, Reino Unido"
Fast & Furious,2009,Inglês,Justin Lin,"Ação, Crime, Thriller",107,https://www.imdb.com/title/tt1013752/,https://m.media-amazon.com/images/M/MV5BMjE2YzM3NWMtM2ViYS00MTJlLTlmN2EtZWFlYTdkZDkyOGIwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",85000000,"Vin Diesel, Paul Walker, Jordana Brewster, Michelle Rodriguez",14,"Estados Unidos, Japão"
Fast Five,2011,Inglês,Justin Lin,"Ação, Crime, Thriller",130,https://www.imdb.com/title/tt1596343/,https://m.media-amazon.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_.jpg,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,125000000,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",14,Estados Unidos
Furious 6,2013,Inglês,Justin Lin,"Ação, Aventura, Crime",130,https://www.imdb.com/title/tt1905041/,https://m.media-amazon.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_.jpg,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",160000000,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",14,"Estados Unidos, Japão, Espanha, Reino Unido"
The Fast and the Furious: Tokyo Drift,2006,Inglês,Justin Lin,"Ação, Aventura, Crime",104,https://www.imdb.com/title/tt0463985/,https://m.media-amazon.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_.jpg,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,85000000,"Lucas Black, Damien Marzette, Trula M. Marcus, Zachery Ty Bryan",14,"Estados Unidos, Alemanha, Japão"
Fast & Furious 7,2015,Inglês,James Wan,"Ação, Crime, Thriller",137,https://www.imdb.com/title/tt2820852/,https://m.media-amazon.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_.jpg,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,190000000,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez",14,"Estados Unidos, China, Japão, Canadá, Emirados Árabes Unidos"
The Fate of the Furious,2017,Inglês,F. Gary Gray,"Ação, Crime, Thriller",136,https://www.imdb.com/title/tt4630562/,https://m.media-amazon.com/images/M/MV5BYmYzMWVhOWQtNWNkMC00NDMwLWExZGUtMTg3N2MyY2Y4ZmEwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",250000000,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez",14,"Estados Unidos, China, Japão"
Fast & Furious Presents: Hobbs & Shaw,2019,Inglês,David Leitch,"Ação, Aventura, Thriller",137,https://www.imdb.com/title/tt6806448/,https://m.media-amazon.com/images/M/MV5BNWRlYjEwNDQtZWJhMy00NDFiLWIxMDEtMjhjNWNlNGYzNzkzXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,"Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",200000000,"Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby",14,"Estados Unidos, Japão"
F9,2021,Inglês,Justin Lin,"Ação, Crime, Thriller",143,https://www.imdb.com/title/tt5433138/,https://m.media-amazon.com/images/M/MV5BNzkyNzY4MDEtZjIwNy00YTg4LWE2YTAtMGRkYzdjZDFkYzU1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,200000000,"Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson",14,Estados Unidos
Planet of the Apes,1968,Inglês,Franklin J. Schaffner,"Aventura, Ficção científica",112,https://www.imdb.com/title/tt0063442/,https://m.media-amazon.com/images/M/MV5BZjczYWFmODItNjMyMy00ZjI5LWExZTUtYzJhN2ZiYTE0M2M5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",5800000,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans",12,Estados Unidos
Beneath the Planet of the Apes,1970,Inglês,Ted Post,"Ação, Aventura, Ficção científica",95,https://www.imdb.com/title/tt0065462/,https://m.media-amazon.com/images/M/MV5BMjljYjY0MDktZjdlNC00ZTAxLTkzM2ItM2JjZjQ3YzQ0NzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.,3000000,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison",Livre,Estados Unidos
Escape from the Planet of the Apes,1971,Inglês,Don Taylor,"Ação, Ficção científica",98,https://www.imdb.com/title/tt0067065/,https://m.media-amazon.com/images/M/MV5BMDk3YjMxYzItY2IxMC00NjU1LTk0YzItNjk2Mjk3NGU5OWY1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.",2500000,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy",Livre,Estados Unidos
Conquest of the Planet of the Apes,1972,Inglês,J. Lee Thompson,"Ação, Ficção científica",88,https://www.imdb.com/title/tt0068408/,https://m.media-amazon.com/images/M/MV5BNzliNDU3OWYtODg2Zi00OGI3LWExOTgtOTk2NGM2NGY2Y2M0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",1700000,"Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy",12,Estados Unidos
Battle for the Planet of the Apes,1974,Inglês,J. Lee Thompson,"Ação, Ficção científica",93,https://www.imdb.com/title/tt0069768/,https://m.media-amazon.com/images/M/MV5BNWRlYjU3ODYtNzAzZS00YWE5LTkxZTEtYjM1YzIwZTlhMWQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.",1800000,"Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden",Livre,Estados Unidos
Planet of the Apes,2001,Inglês,Tim Burton,"Ação, Aventura, Ficção científica",119,https://www.imdb.com/title/tt0133152/,https://m.media-amazon.com/images/M/MV5BY2RlMDhlY2MtMjQ1Zi00NzI5LTgxOTgtZjliNWMzYTY3NWZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",100000000,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan",12,Estados Unidos
Rise of the Planet of the Apes,2011,Inglês,Rupert Wyatt,"Ação, Drama, Ficção científica",105,https://www.imdb.com/title/tt1318514/,https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,93000000,"Andy Serkis, Karin Konoval, Terry Notary, Richard Ridings",12,"Estados Unidos, Reino Unido, Canadá"
Dawn of the Planet of the Apes,2014,Inglês,Matt Reeves,"Ação, Aventura, Drama",130,https://www.imdb.com/title/tt2103281/,https://m.media-amazon.com/images/M/MV5BY2IxZjkxYWYtZGZiMy00M2ZhLWFiMmQtMjVkMjRiYzlkOGFiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,170000000,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell",14,"Estados Unidos, Reino Unido, Canadá"
War for the Planet of the Apes,2017,Inglês,Matt Reeves,"Ação, Aventura, Drama",140,https://www.imdb.com/title/tt3450958/,https://m.media-amazon.com/images/M/MV5BODEzYzY0YTAtOWExOS00ZDE5LWI2NGYtZjAyNTU1NGQ1OGEzXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",150000000,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval",14,Estados Unidos
John Wick,2014,Inglês,"Chad Stahelski, David Leitch","Ação, Crime, Thriller",101,https://www.imdb.com/title/tt2911666/,https://m.media-amazon.com/images/M/MV5BMmFjMjI2NGEtZDI3NS00NTY5LTkxOWEtN2IzODAwZGM0M2NkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.,20000000,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",16,"Estados Unidos, Reino Unido, China"
John Wick: Chapter 2,2017,Inglês,Chad Stahelski,"Ação, Crime, Thriller",122,https://www.imdb.com/title/tt4425200/,https://m.media-amazon.com/images/M/MV5BZDQ5MWM5YzItOGZlYy00MzM0LTkzNWQtNDIwZDQwZGZjMTNhXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",40000000,"Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose",16,"Estados Unidos, Itália, Hong Kong, Canadá"
John Wick: Chapter 3 - Parabellum,2019,Inglês,Chad Stahelski,"Ação, Crime, Thriller",130,https://www.imdb.com/title/tt6146586/,https://m.media-amazon.com/images/M/MV5BOWEyYzUwNTItNGZhMy00MDkyLWIxNDItNWFmZjk1ZjlkYTRlXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",75000000,"Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne",16,Estados Unidos
John Wick: Chapter 4,2023,Inglês,Chad Stahelski,"Ação, Crime, Thriller",,https://www.imdb.com/title/tt10366206/,https://m.media-amazon.com/images/M/MV5BOTI1MDA5OTEtNWExMi00NGYwLThmMjUtMDhmNDQ4YTg1NzZlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,,,"Keanu Reeves, Donnie Yen, Bill Skarsgård, Laurence Fishburne",,Estados Unidos
Dr. No,1963,Inglês,Terence Young,"Ação, Aventura, Thriller",110,https://www.imdb.com/title/tt0055928/,https://m.media-amazon.com/images/M/MV5BNWNjNGU5ZjUtMzc0MC00MWY5LTkxMGUtMjcxZmM2MDYzYzQ4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,1000000,"Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord",12,Reino Unido
From Russia with Love,1964,Inglês,Terence Young,"Ação, Aventura, Thriller",115,https://www.imdb.com/title/tt0057076/,https://m.media-amazon.com/images/M/MV5BZjBlYzE1NzktNWRlMS00OTExLTkxMmMtNDVhOTQxNDJmYTcwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.,2000000,"Sean Connery, Daniela Bianchi, Pedro Armendáriz, Lotte Lenya",12,Reino Unido
Goldfinger,1965,Inglês,Guy Hamilton,"Ação, Aventura, Thriller",110,https://www.imdb.com/title/tt0058150/,https://m.media-amazon.com/images/M/MV5BMTc2Y2VlMjYtODMzNC00ODMyLWFhYzYtYWVmMjBkYmQzYTQ0XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_.jpg,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",3000000,"Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton",14,Reino Unido
Thunderball,1966,Inglês,Terence Young,"Ação, Aventura, Thriller",130,https://www.imdb.com/title/tt0059800/,https://m.media-amazon.com/images/M/MV5BZTc0MTM1OGItN2EyZC00Yzg3LWIxMjktZTg5ZDI5Y2YzMGMwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,9000000,"Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi",12,Reino Unido
You Only Live Twice,1967,Inglês,Lewis Gilbert,"Ação, Aventura, Thriller",117,https://www.imdb.com/title/tt0062512/,https://m.media-amazon.com/images/M/MV5BOTQ4YjhmMzQtMDhiZi00MGZmLTg3MTAtNzczZGEyODIwYzhiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"James Bond and the Japanese Secret Service must find and stop the true culprit of a series of space hijackings, before war is provoked between Russia and the United States.",9500000,"Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba",14,Reino Unido
On Her Majesty's Secret Service,1970,Inglês,Peter R. Hunt,"Ação, Aventura, Thriller",142,https://www.imdb.com/title/tt0064757/,https://m.media-amazon.com/images/M/MV5BNTA3NDcxYTAtZDIzZC00Y2RiLThlOTQtMDc5YjkwOTlkNjc4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,James Bond woos a mob boss' daughter and goes undercover to uncover the true reason for Ernst Stavro Blofeld's allergy research in the Swiss Alps involving beautiful women from around the world.,7000000,"George Lazenby, Diana Rigg, Telly Savalas, Gabriele Ferzetti",12,Reino Unido
Diamonds Are Forever,1972,Inglês,Guy Hamilton,"Ação, Aventura, Thriller",120,https://www.imdb.com/title/tt0066995/,https://m.media-amazon.com/images/M/MV5BZjE1NTc2MzAtZTgzNi00ZmY0LWIxNjUtZTQwMjdlNTY0ZTM2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon.",7200000,"Sean Connery, Jill St. John, Charles Gray, Lana Wood",12,Reino Unido
Live and Let Die,1973,Inglês,Guy Hamilton,"Ação, Aventura, Thriller",121,https://www.imdb.com/title/tt0070328/,https://m.media-amazon.com/images/M/MV5BMzY0M2MzODYtZDU5Yy00YTg2LWJmMGQtNmY1OWZiYjlmNzY0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.,7000000,"Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James",Livre,Reino Unido
The Man with the Golden Gun,1975,Inglês,Guy Hamilton,"Ação, Aventura, Thriller",125,https://www.imdb.com/title/tt0071807/,https://m.media-amazon.com/images/M/MV5BYjY3YmM1MTItMWE0NC00NjFmLWFkMDgtMWFiZjY5NzQyZGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,"James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.",7000000,"Roger Moore, Christopher Lee, Britt Ekland, Maud Adams",12,Reino Unido
The Spy Who Loved Me,1977,Inglês,Lewis Gilbert,"Ação, Aventura, Thriller",125,https://www.imdb.com/title/tt0076752/,https://m.media-amazon.com/images/M/MV5BZDJhOTgyMTUtMDVhOS00MzRlLTk0MjYtYjI5NzhhMTExMTc1XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_.jpg,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.",13500000,"Roger Moore, Barbara Bach, Curd Jürgens, Richard Kiel",12,Reino Unido
Moonraker,1979,Inglês,Lewis Gilbert,"Ação, Aventura, Ficção científica",126,https://www.imdb.com/title/tt0079574/,https://m.media-amazon.com/images/M/MV5BYWE1ZDE1ZjMtNTVlZS00NGZjLTg2MWItYjQzMTJlMzAzZGNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",34000000,"Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel",12,"Reino Unido, França"
For Your Eyes Only,1981,Inglês,John Glen,"Ação, Aventura, Thriller",127,https://www.imdb.com/title/tt0082398/,https://m.media-amazon.com/images/M/MV5BYjRjZTc5NTMtMmQ5MS00OTE4LWI4N2QtMzRmMDc0MmJlN2ZiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"James Bond is assigned to find a missing British vessel, equipped with a weapons encryption device and prevent it from falling into enemy hands.",28000000,"Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson",12,Reino Unido
Octopussy,1983,Inglês,John Glen,"Ação, Aventura, Thriller",131,https://www.imdb.com/title/tt0086034/,https://m.media-amazon.com/images/M/MV5BMGRiMDAwNWYtYmQzNS00NjEyLWE1NjQtNDg5ZTJlMmRmMjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.",27500000,"Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn",Livre,Reino Unido
A View to a Kill,1985,Inglês,John Glen,"Ação, Aventura, Thriller",131,https://www.imdb.com/title/tt0090264/,https://m.media-amazon.com/images/M/MV5BZmFlNmNjMzYtNWUwNS00MzRmLWJhZDktNWE3MGY3ZjdkOTI2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.,30000000,"Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones",12,"Reino Unido, Estados Unidos"
The Living Daylights,1987,Inglês,John Glen,"Ação, Aventura, Thriller",130,https://www.imdb.com/title/tt0093428/,https://m.media-amazon.com/images/M/MV5BZjI4MjBmYzItYTY5OC00OWYzLWE0NWYtZDQxNDQxM2QzYjA4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,James Bond is sent to investigate a KGB policy to kill all enemy spies and uncovers an arms deal that potentially has major global ramifications.,40000000,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker",12,Reino Unido
Licence to Kill,1989,Inglês,John Glen,"Ação, Aventura, Thriller",133,https://www.imdb.com/title/tt0097742/,https://m.media-amazon.com/images/M/MV5BMjA2ODZjOWEtMWJjNy00MWYzLTk0MGItMmE5ODBlYjI4MDY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,A vengeful James Bond goes rogue to infiltrate and take down the organization of a drug lord who has murdered his friend's new wife and left him near death.,32000000,"Timothy Dalton, Carey Lowell, Robert Davi, Talisa Soto",12,"Reino Unido, Estados Unidos, México"
GoldenEye,1995,Inglês,Martin Campbell,"Ação, Aventura, Thriller",130,https://www.imdb.com/title/tt0113189/,https://m.media-amazon.com/images/M/MV5BMzk2OTg4MTk1NF5BMl5BanBnXkFtZTcwNjExNTgzNA@@._V1_.jpg,"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as ""GoldenEye"" and James Bond has to stop them from using it.",60000000,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen",14,"Reino Unido, Estados Unidos"
Tomorrow Never Dies,1998,Inglês,Roger Spottiswoode,"Ação, Aventura, Thriller",119,https://www.imdb.com/title/tt0120347/,https://m.media-amazon.com/images/M/MV5BMTM1MTk2ODQxNV5BMl5BanBnXkFtZTcwOTY5MDg0NA@@._V1_.jpg,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,110000000,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher",14,"Reino Unido, Estados Unidos"
The World Is Not Enough,1999,Inglês,Michael Apted,"Ação, Aventura, Thriller",128,https://www.imdb.com/title/tt0143145/,https://m.media-amazon.com/images/M/MV5BMjA0MzUyNjg0MV5BMl5BanBnXkFtZTcwNDY5MDg0NA@@._V1_.jpg,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",135000000,"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards",12,"Reino Unido, Estados Unidos"
Die Another Day,2003,Inglês,Lee Tamahori,"Ação, Aventura, Thriller",133,https://www.imdb.com/title/tt0246460/,https://m.media-amazon.com/images/M/MV5BODNkYmIwYTMtYzdhNy00YWE3LThkYmEtNzA5ZTE5YmVjYzZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",142000000,"Pierce Brosnan, Halle Berry, Toby Stephens, Rosamund Pike",12,"Reino Unido, Estados Unidos"
Casino Royale,2006,Inglês,Martin Campbell,"Ação, Aventura, Thriller",144,https://www.imdb.com/title/tt0381061/,https://m.media-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",150000000,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench",14,"Reino Unido, República Tcheca, Estados Unidos, Alemanha, Bahamas"
Quantum of Solace,2008,Inglês,Marc Forster,"Ação, Aventura, Thriller",106,https://www.imdb.com/title/tt0830515/,https://m.media-amazon.com/images/M/MV5BNDJlMWQxNzktNTI2MC00YmNjLTg4MDktN2RlN2YxYTA2NjBjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.,200000000,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",14,"Reino Unido, Estados Unidos"
Skyfall,2012,Inglês,Sam Mendes,"Ação, Aventura, Thriller",143,https://www.imdb.com/title/tt1074638/,https://m.media-amazon.com/images/M/MV5BMWIxODIxMzUtNmI2MS00ZjEzLWJkOGUtY2NkOGRlZjUzMjdjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",200000000,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes",14,"Reino Unido, Estados Unidos, Turquia"
Spectre,2015,Inglês,Sam Mendes,"Ação, Aventura, Thriller",148,https://www.imdb.com/title/tt2379713/,https://m.media-amazon.com/images/M/MV5BN2Q1MDIxMTMtYmFiYi00NDAxLWE1NDctYzVhY2VjOTNlNGNmXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.",245000000,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",14,"Reino Unido, Estados Unidos"
