titulo,dataAssistido,anoDeLancamento,idioma,diretor,genero,duracao,plataforma,assistidoLegendado,linkIMDB,linkImagem,descricao,orcamento
A Noite da Virada,30/09/2021,2014,Português (Brasileiro),Fábio Mendonça,Comédia,90,,,https://www.imdb.com/title/tt4299406,https://m.media-amazon.com/images/M/MV5BMGM5MGNiNDgtNTliOC00MmFkLTgyYTAtMjA1ODJhYjRiYTJjXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_.jpg,"Tudo o que Ana (Júlia Rabello) queria era recepcionar uma grande festa de Ano Novo, com muitos amigos, bebida e música boa. Mas durante o evento, o banheiro torna-se o cenário principal, onde ocorrem todas as fofocas e polêmicas. É onde Duda (Paulo Tiefenthaler), marido de Ana, confessa que vai deixá-la, pouco antes de começar a celebração. O banheiro é, também, onde Ana descobre que o real motivo da separação é a vizinha Rosa (Luana Piovani), que, por sua vez, leva um casamento bem monótono com Mario (Marcos Palmeira). É também no banheiro que Alê (Luana Martau) conta a Ana suas aventuras sexuais com o namorado (João Vicente de Castro), e onde um convidado, traficante (Taumaturgo Ferreira), faz seus negócios. Na noite da virada do ano, tudo pode acontecer. E acontece.",
Fight Club,09/10/2021,1999,Inglês,David Fincher,Drama,139,,,https://www.imdb.com/title/tt0137523,https://m.media-amazon.com/images/M/MV5BNDIzNDU0YzEtYzE5Ni00ZjlkLTk5ZjgtNjM3NWE4YzA3Nzk3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,63000000
Us,12/10/2021,2019,Inglês,Jordan Peele,"Horror, Mistério, Thriller",116,,,https://www.imdb.com/title/tt6857112,https://m.media-amazon.com/images/M/MV5BZTliNWJhM2YtNDc1MC00YTk1LWE2MGYtZmE4M2Y5ODdlNzQzXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_.jpg,A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,20000000
The Butterfly Effect,12/10/2021,2004,Inglês,"Eric Bress, J. Mackye Gruber","Drama, Ficção científica, Thriller",113,,,https://www.imdb.com/title/tt0289879,https://m.media-amazon.com/images/M/MV5BODNiZmY2MWUtMjFhMy00ZmM2LTg2MjYtNWY1OTY5NGU2MjdjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",13000000
Hotel Transylvania 3: Summer Vacation,12/10/2021,2018,Inglês,Genndy Tartakovsky,"Animação, Aventura, Comédia",97,,,https://www.imdb.com/title/tt5220122,https://m.media-amazon.com/images/M/MV5BNjA1MzU5MTY3OF5BMl5BanBnXkFtZTgwNTU5MDA3NTM@._V1_.jpg,"Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.",80000000
Venom,17/10/2021,2018,Inglês,Ruben Fleischer,"Ação, Aventura, Ficção científica",112,,,https://www.imdb.com/title/tt1270797,https://m.media-amazon.com/images/M/MV5BNTFkZjdjN2QtOGE5MS00ZTgzLTgxZjAtYzkyZWQ5MjEzYmZjXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_.jpg,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",100000000
Achados e Perdidos,21/10/2021,2007,Português (Brasileiro),José Joffily,Crime,102,,,https://www.imdb.com/title/tt0807702,https://m.media-amazon.com/images/M/MV5BOWIwMjlhZmYtNjNiYi00MTRiLThiY2MtMzZiMzdkYTJhMDg1XkEyXkFqcGdeQXVyMTU2ODc4ODQ@._V1_.jpg,"Ex-cop Vieira (Fagundes) is involved in the death of his lover (Polessa), a prostitute who works in the streets of Copacabana, Rio de Janeiro. After her death, some strange things started to happen and Vieira is harassed at the same time by the police and some old bad guys from his past. Meanwhile, he is seriously involved with a young and pretty prostitute named Flor (Knust).",
Django Unchained,21/10/2021,2012,Inglês,Quentin Tarantino,"Drama, Faroeste",165,,,https://www.imdb.com/title/tt1853728,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_.jpg,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",100000000
Kiki's Delivery Service,23/10/2021,1989,Japonês,Hayao Miyazaki,"Animação, Aventura, Drama",103,,,https://www.imdb.com/title/tt0097814,https://m.media-amazon.com/images/M/MV5BYTQ1ZTM1ZTgtN2Q2Ny00YjFkLTliNjEtN2I1ZmY5ZTY1OTEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",800000000
Captain America: The First Avenger,26/10/2021,2011,Inglês,Joe Johnston,"Ação, Aventura, Ficção científica",124,,,https://www.imdb.com/title/tt0458339,https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_.jpg,"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.",140000000
Toy Story,02/11/2021,1995,Inglês,John Lasseter,"Animação, Aventura, Comédia",81,,,https://www.imdb.com/title/tt0114709,https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_.jpg,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000
Captain Marvel,02/11/2021,2019,Inglês,"Anna Boden, Ryan Fleck","Ação, Aventura, Ficção científica",123,,,https://www.imdb.com/title/tt4154664,https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@._V1_.jpg,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,160000000
Iron Man,02/11/2021,2008,Inglês,Jon Favreau,"Ação, Aventura, Ficção científica",126,,,https://www.imdb.com/title/tt0371746,https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_.jpg,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",140000000
Ralph Breaks the Internet,16/11/2021,2018,Inglês,"Phil Johnston, Rich Moore","Animação, Aventura, Comédia",112,Outros,true,https://www.imdb.com/title/tt5848272,https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_.jpg,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",175000000
Injustice,16/11/2021,2021,Inglês,Matt Peters,"Animação, Ação, Aventura",78,Outros,true,https://www.imdb.com/title/tt5012504,https://m.media-amazon.com/images/M/MV5BYzA3ZmI1NzMtMTcxMi00ODg4LWFhMGItMTE2ZjIxODUzZTFiXkEyXkFqcGdeQXVyMTA1NzAwODMz._V1_.jpg,"On an alternate Earth, the Joker tricks Superman into killing Lois Lane, which causes a rampage in the hero. Superman decides to take control of Earth; Batman and his allies will have to attempt to stop him.",20000000
Bicho de Sete Cabeças,17/11/2021,2000,Português (Brasileiro),Laís Bodanzky,Drama,74,Netflix,false,https://www.imdb.com/title/tt0263124,https://m.media-amazon.com/images/M/MV5BN2Y2MGE3OTUtMDhkZC00MmU1LTg5NTktYjExNGZmNjgzNjJiXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_.jpg,"A trip to the mental institution hell. This odyssey is lived by Neto, a middle class teenager, who lives a normal life until his father sends him to a mental institution after finding drugs on his pocket. The marijuana cigarette is just the final drop that exposes the family tragedy. Send to a mental institution, Neto gets to know a completely absurd, inhumane reality in which the people are devoured by a corrupt and cruel institution system. The documentary type language used by the director give this movie a sensation of realty that increases even more the impact of the emotions Neto goes through. In the mental institution, Neto is forced to mature. The transformations that he goes through change this relations with his father.",700000
Red Notice,20/11/2021,2021,Inglês,Rawson Marshall Thurber,"Ação, Comédia, Crime",118,Netflix,true,https://www.imdb.com/title/tt7991608,https://m.media-amazon.com/images/M/MV5BZmRjODgyMzEtMzIxYS00OWY2LTk4YjUtMGMzZjMzMTZiN2Q0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"An Interpol agent successfully tracks down the world's most wanted art thief, with help from a rival thief. But nothing is as it seems, as a series of double-crosses ensue.",160000000
Free Guy,02/12/2021,2021,Inglês,Shawn Levy,"Animação, Aventura, Comédia",115,Netflix,true,https://www.imdb.com/title/tt6264654,https://m.media-amazon.com/images/M/MV5BOTY2NzFjODctOWUzMC00MGZhLTlhNjMtM2Y2ODBiNGY1ZWRiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",120000000
7 Prisioneiros,05/12/2021,2021,Português (Brasileiro),Alexandre Moratto,"Crime, Drama",93,Netflix,false,https://www.imdb.com/title/tt14168118,https://m.media-amazon.com/images/M/MV5BNThmN2JlYmQtYzE5Zi00Y2QxLThlOWUtYWM3NTI5YTAwMjc4XkEyXkFqcGdeQXVyMTgxMzA4ODY@._V1_.jpg,"To provide a better life for his family in the country, 18-year-old Mateus accepts a job in a junkyard in São Paulo for his new boss, Luca, but becomes trapped in the dangerous world of human trafficking.",
Project Power,05/12/2021,2020,Inglês,"Henry Joost, Ariel Schulman","Ação, Crime, Ficção científica",113,Netflix,true,https://www.imdb.com/title/tt7550000,https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_.jpg,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.",85000000
Spider-Man: No Way Home,19/12/2021,2021,Inglês,Jon Watts,"Ação, Aventura, Ficção científica",148,Cinema,true,https://www.imdb.com/title/tt10872600,https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_.jpg,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",200000000
"Batman: The Long Halloween, Part One",25/12/2021,2021,Inglês,Chris Palmer,"Animação, Ação, Crime",85,Outros,true,https://www.imdb.com/title/tt14324650,https://m.media-amazon.com/images/M/MV5BNDBkYTJjZjgtNDlhNi00ZTE1LWI2NmYtMDBjMDUzOWMwNzQwXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_.jpg,Batman investigates a murder spree that takes place on holidays.,
"Batman: The Long Halloween, Part Two",25/12/2021,2021,Inglês,Chris Palmer,"Animação, Ação, Crime",87,Outros,true,https://www.imdb.com/title/tt14402926,https://m.media-amazon.com/images/M/MV5BOThjY2UzNDUtYWMzZC00MjJlLThmZTktZTY5ZjI1N2FiYTU5XkEyXkFqcGdeQXVyMTAwMjYyMjQ2._V1_.jpg,The killer known as Holiday continues to stalk the Falcone crime family while a new class of costumed criminal rises in Gotham City. Batman suspects that a former ally might be the serial killer.,
Don't Look Up,29/12/2021,2021,Inglês,Adam McKay,"Comédia, Drama, Ficção científica",145,Netflix,true,https://www.imdb.com/title/tt11286314,https://m.media-amazon.com/images/M/MV5BZjcwZjY3NjAtNzkxZS00NmFjLTg1OGYtODJmMThhY2UwMTc5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Two low-level astronomers must go on a giant media tour to warn mankind of an approaching comet that will destroy planet Earth.,75000000
